,Titles,NER
13857,gucci vintage sherry line gg web pvc canvas navy blue crossbody shoulder bag,"(0, 5, 'Brand'),(6, 13, 'No Tag'),(14, 25, 'Product Line'),(26, 28, 'Brand'),(29, 32, 'Product Line'),(33, 36, 'Material'),(37, 43, 'Fabric Type'),(44, 48, 'Color'),(49, 53, 'Color'),(54, 63, 'Type'),(64, 72, 'Type'),(73, 76, 'Type')"
13869,fossil black leather shoulder bag crossbody adjust strap,"(0, 6, 'Brand'),(7, 12, 'Color'),(13, 20, 'Material'),(21, 29, 'Type'),(30, 33, 'Type'),(34, 43, 'Type'),(44, 56, 'Handle Style')"
13876,casa di borse crossbody shoulder bag purse handbag black genuine leather laptop,"(0, 13, 'Brand'),(14, 23, 'Type'),(24, 32, 'Type'),(33, 36, 'Type'),(37, 42, 'Type'),(43, 50, 'Type'),(51, 56, 'Color'),(57, 64, 'No Tag'),(65, 72, 'Material'),(73, 79, 'No Tag')"
13886,nwt authentic vera bradley tech cases,"(0, 3, 'No Tag'),(4, 13, 'No Tag'),(14, 26, 'Brand'),(27, 37, 'Style')"
13890,by far grained leather soho bag,"(0, 6, 'Brand'),(7, 14, 'Pattern'),(15, 22, 'Material'),(23, 27, 'Model'),(28, 31, 'Type')"
13895,louis vuitton musette shoulder body purse bag damier ebene n51302 sl0013 61228,"(0, 13, 'Brand'),(14, 21, 'Model'),(22, 35, 'Type'),(36, 41, 'Type'),(42, 45, 'Type'),(46, 52, 'Product Line'),(53, 58, 'Color'),(59, 65, 'MPN'),(66, 72, 'MPN'),(73, 78, 'No Tag')"
13905,fendi vintage tobacco ff zucca canvas leather medium crossbody bag,"(0, 5, 'Brand'),(6, 13, 'No Tag'),(14, 21, 'Color'),(22, 30, 'Pattern'),(31, 37, 'Fabric Type'),(38, 45, 'Material'),(46, 52, 'Size'),(53, 62, 'Type'),(63, 66, 'Type')"
13914,reisenthel carrycruiser shopping basket shopper trolley baroque taupe oe7027,"(0, 10, 'Brand'),(11, 23, 'Type'),(24, 32, 'Type'),(33, 39, 'Type'),(40, 47, 'Type'),(48, 55, 'Type'),(56, 63, 'Obscure'),(64, 69, 'Color'),(70, 76, 'MPN')"
13923,casual chain bucket bags women crossbody bag small handbag designer shoulder bag,"(0, 6, 'Occasion'),(7, 12, 'Handle/Strap Material'),(13, 19, 'Type'),(20, 24, 'Type'),(25, 30, 'Department'),(31, 40, 'Type'),(20, 23, 'Type'),(45, 50, 'Size'),(51, 58, 'Type'),(59, 67, 'No Tag'),(68, 76, 'Type'),(20, 23, 'Type')"
13935,louis vuitton m40780 pochette metis monogram,"(0, 13, 'Brand'),(14, 20, 'MPN'),(21, 35, 'Model'),(36, 44, 'Pattern')"
13939,gucci neo suede messenger bag blue dionysus handbag no reserve !,"(0, 5, 'Brand'),(6, 9, 'Model'),(10, 15, 'Material'),(16, 25, 'Type'),(26, 29, 'Type'),(30, 34, 'Color'),(35, 43, 'Model'),(44, 51, 'Type'),(52, 54, 'No Tag'),(55, 62, 'No Tag'),(63, 64, 'No Tag')"
13950,louis vuitton helanga 1 poche taiga leather acajou travel luggage bag m30106,"(0, 13, 'Brand'),(14, 23, 'Model'),(24, 29, 'Product Line'),(30, 43, 'Material'),(44, 50, 'Obscure'),(51, 57, 'Occasion'),(58, 65, 'Type'),(66, 69, 'Type'),(70, 76, 'MPN')"
13959,vintage louis vuitton speedy 25 monogram boston handbag,"(0, 7, 'No Tag'),(8, 21, 'Brand'),(22, 31, 'Model'),(32, 40, 'Pattern'),(41, 47, 'Type'),(48, 55, 'Type')"
13965,handle small bags 13cm * 18cm * 18cm,"(0, 6, 'Handle Style'),(7, 12, 'Size'),(13, 17, 'Type'),(18, 22, 'Measurement, dimension'),(23, 24, 'No Tag'),(25, 29, 'Measurement, dimension'),(23, 24, 'No Tag'),(25, 29, 'Measurement, dimension')"
13973,balenciaga black leather twiggy shoulder bag with strap and mirror 1026b45,"(0, 10, 'Brand'),(11, 16, 'Color'),(17, 24, 'Material'),(25, 31, 'Model'),(32, 40, 'Type'),(41, 44, 'Type'),(45, 49, 'No Tag'),(50, 55, 'Handle Style'),(56, 59, 'No Tag'),(60, 66, 'Features'),(67, 74, 'No Tag')"
13984,women shoulder bags wicker woven handbags rattan summer beach bag large capacity,"(0, 5, 'Department'),(6, 14, 'Type'),(15, 19, 'Type'),(20, 32, 'Fabric Type'),(33, 41, 'Type'),(42, 48, 'Material'),(49, 55, 'Season'),(56, 61, 'Occasion'),(15, 18, 'Type'),(66, 71, 'Size'),(72, 80, 'No Tag')"
13995,louis vuitton large monogram neverfull gm tote bag 863337,"(0, 13, 'Brand'),(14, 19, 'Size'),(20, 28, 'Pattern'),(29, 41, 'Model'),(42, 46, 'Type'),(47, 50, 'Type'),(51, 57, 'No Tag')"
14002,gucci soho gg blue denim brown leather tassel chain shoulder straps bag purse,"(0, 5, 'Brand'),(6, 10, 'Model'),(11, 13, 'Brand'),(14, 18, 'Color'),(19, 24, 'Fabric Type'),(25, 30, 'Color'),(31, 38, 'Material'),(39, 45, 'Accents'),(46, 51, 'Handle/Strap Material'),(52, 67, 'Handle Style'),(68, 71, 'Type'),(72, 77, 'Type')"
14014,"francesco biasia evolution leather small backpack , purse , many sections , black","(0, 16, 'Brand'),(17, 26, 'Model'),(27, 34, 'Material'),(35, 40, 'Size'),(41, 49, 'Type'),(50, 51, 'No Tag'),(52, 57, 'Type'),(50, 51, 'No Tag'),(60, 64, 'No Tag'),(65, 73, 'No Tag'),(50, 51, 'No Tag'),(76, 81, 'Color')"
14026,thirty one zip top tall organizing utility tote shoulder bag 31 gift more colors,"(0, 10, 'Brand'),(11, 14, 'Closure'),(15, 18, 'No Tag'),(19, 23, 'No Tag'),(24, 34, 'Features'),(35, 42, 'No Tag'),(43, 47, 'Type'),(48, 56, 'Type'),(57, 60, 'Type'),(61, 63, 'Brand'),(64, 68, 'No Tag'),(69, 73, 'No Tag'),(74, 80, 'No Tag')"
14039,plinio visona animal hair leahter chain strap hobo bag pu300,"(0, 13, 'Brand'),(14, 33, 'Material'),(34, 39, 'Handle/Strap Material'),(40, 45, 'Handle Style'),(46, 50, 'Type'),(51, 54, 'Type'),(55, 60, 'MPN')"
14046,louis vuitton lv bucket gm chain hand pouch bag monogram leather brown 60bt887,"(0, 13, 'Brand'),(14, 16, 'Brand'),(17, 23, 'Product Line'),(24, 26, 'Model'),(27, 32, 'Handle/Strap Material'),(33, 37, 'Type'),(38, 43, 'Type'),(44, 47, 'Type'),(48, 56, 'Pattern'),(57, 64, 'Material'),(65, 70, 'Color'),(71, 78, 'MPN')"
14058,vintage nina ricci canvas & leather clutch monograms shoulder bag france,"(0, 7, 'No Tag'),(8, 18, 'Brand'),(19, 25, 'Fabric Type'),(26, 27, 'No Tag'),(28, 35, 'Material'),(36, 42, 'Type'),(43, 52, 'Pattern'),(53, 61, 'Type'),(62, 65, 'Type'),(66, 72, 'Country/Region of Manufacture')"
14068,vtg round beaded sequin crossbody handbag iridescent kiss lock chain prom bridal,"(0, 3, 'No Tag'),(4, 9, 'Style'),(10, 23, 'Accents'),(24, 33, 'Type'),(34, 41, 'Type'),(42, 52, 'Accents'),(53, 62, 'Closure'),(63, 68, 'Handle/Strap Material'),(69, 80, 'Occasion')"
14077,louis vuitton lv lockme backpack mini m55017 blue colorway bag leather brand new,"(0, 13, 'Brand'),(14, 16, 'Brand'),(17, 23, 'Model'),(24, 32, 'Type'),(33, 37, 'Size'),(38, 44, 'MPN'),(45, 49, 'Color'),(50, 58, 'No Tag'),(59, 62, 'Type'),(63, 70, 'Material'),(71, 76, 'No Tag'),(77, 80, 'No Tag')"
14089,louis-vuitton babylone bag,"(0, 13, 'Brand'),(14, 22, 'Model'),(23, 26, 'Type')"
14092,michael kors delaney canteen pale lilac leather medium crossbody bag,"(0, 12, 'Brand'),(13, 28, 'Model'),(29, 33, 'Color'),(34, 39, 'Color'),(40, 47, 'Material'),(48, 54, 'Size'),(55, 64, 'Type'),(65, 68, 'Type')"
14100,summer chains designer shoulder bag women purse handbags luxury crossbody bags,"(0, 6, 'Season'),(7, 13, 'Handle/Strap Material'),(14, 22, 'No Tag'),(23, 31, 'Type'),(32, 35, 'Type'),(36, 41, 'Department'),(42, 47, 'Type'),(48, 56, 'Type'),(57, 63, 'Theme'),(64, 73, 'Type'),(52, 56, 'Type')"
14111,tory burch new mcgraw small devon sand pebbled leather zip strap satchel $ 448,"(0, 10, 'Brand'),(11, 14, 'No Tag'),(15, 21, 'Model'),(22, 27, 'Size'),(28, 33, 'No Tag'),(34, 38, 'Color'),(39, 46, 'Pattern'),(47, 54, 'Material'),(55, 58, 'Closure'),(59, 64, 'Handle Style'),(65, 72, 'Type'),(73, 74, 'No Tag'),(75, 78, 'No Tag')"
14124,red leather tote with zipper and blue pockets,"(0, 3, 'Color'),(4, 11, 'Material'),(12, 16, 'Type'),(17, 21, 'No Tag'),(22, 28, 'Closure'),(29, 32, 'No Tag'),(33, 37, 'Color'),(38, 45, 'Features')"
14132,new tumi 2pcs packable lightweight stripe travel tote bag,"(0, 3, 'No Tag'),(4, 8, 'Brand'),(9, 13, 'No Tag'),(14, 34, 'Features'),(35, 41, 'Pattern'),(42, 48, 'Occasion'),(49, 53, 'Type'),(54, 57, 'Type')"
14140,chanel paris brown ombré quilted leather mink fur tote bag,"(0, 12, 'Brand'),(13, 18, 'Color'),(19, 24, 'Color'),(25, 32, 'Accents'),(33, 49, 'Material'),(50, 54, 'Type'),(55, 58, 'Type')"
14147,johnny was embroidered quilted tencel denim tote bag nwt,"(0, 10, 'Brand'),(11, 22, 'Accents'),(23, 30, 'Features'),(31, 37, 'Material'),(38, 43, 'Fabric Type'),(44, 48, 'Type'),(49, 52, 'Type'),(53, 56, 'No Tag')"
14155,michael michael kors kempton signature medium pocket tote authentic beige / camel /,"(0, 20, 'Brand'),(21, 28, 'Model'),(29, 38, 'Pattern'),(39, 45, 'Size'),(46, 52, 'Features'),(53, 57, 'Type'),(58, 67, 'No Tag'),(68, 73, 'Color'),(74, 75, 'No Tag'),(76, 81, 'Color'),(74, 75, 'No Tag')"
14166,❤ coach elise midnight navy / gold polished pebble leather small satchel,"(0, 1, 'No Tag'),(2, 7, 'Brand'),(8, 13, 'Model'),(14, 22, 'Color'),(23, 27, 'Color'),(28, 29, 'No Tag'),(30, 43, 'Hardware Material'),(44, 50, 'Pattern'),(51, 58, 'Material'),(59, 64, 'Size'),(65, 72, 'Type')"
14177,auth prada milano green nylon canvas hand bag tote bag purse italy good vintage,"(0, 4, 'No Tag'),(5, 10, 'Brand'),(11, 17, 'Model'),(18, 23, 'Color'),(24, 29, 'Material'),(30, 36, 'Fabric Type'),(37, 45, 'Type'),(46, 50, 'Type'),(42, 45, 'Type'),(55, 60, 'Type'),(61, 66, 'Country/Region of Manufacture'),(67, 71, 'No Tag'),(72, 79, 'No Tag')"
14190,new guess women 's black logo embossed clutch wallet bag crossbody handbag purse,"(0, 3, 'No Tag'),(4, 9, 'Brand'),(10, 18, 'Department'),(19, 24, 'Color'),(25, 38, 'Accents'),(39, 45, 'Type'),(46, 52, 'Type'),(53, 56, 'Type'),(57, 66, 'Type'),(67, 74, 'Type'),(75, 80, 'Type')"
14201,louis vuitton pochette cosmetic pouch bag purse damier n47516 ca2077 32610,"(0, 13, 'Brand'),(14, 22, 'Product Line'),(23, 31, 'Type'),(32, 37, 'Type'),(38, 41, 'Type'),(42, 47, 'Type'),(48, 54, 'Product Line'),(55, 74, 'MPN')"
14209,see by chloe joan mini shoulder bag crossbody leather suede - coconut brown nwt,"(0, 12, 'Brand'),(13, 17, 'Model'),(18, 22, 'Size'),(23, 31, 'Type'),(32, 35, 'Type'),(36, 45, 'Type'),(46, 59, 'Material'),(60, 61, 'No Tag'),(62, 69, 'Color'),(70, 75, 'Color'),(76, 79, 'No Tag')"
14220,nurse watercolor nursing large leather tote bag,"(0, 5, 'No Tag'),(6, 16, 'Color'),(17, 24, 'Occasion'),(25, 30, 'Size'),(31, 38, 'Material'),(39, 43, 'Type'),(44, 47, 'Type')"
14227,authentic burberry medium maidstone check leather tan canvas hobo bag,"(0, 9, 'No Tag'),(10, 18, 'Brand'),(19, 25, 'Size'),(26, 35, 'Model'),(36, 41, 'Pattern'),(42, 49, 'Material'),(50, 53, 'Color'),(54, 60, 'Fabric Type'),(61, 65, 'Type'),(66, 69, 'Type')"
14237,guess chastity rhinestones logo patent sac bag purse cross body messenger new,"(0, 5, 'Brand'),(6, 14, 'Model'),(15, 31, 'Accents'),(32, 38, 'Material'),(39, 42, 'Type'),(43, 46, 'Type'),(47, 52, 'Type'),(53, 63, 'Type'),(64, 73, 'Type'),(74, 77, 'No Tag')"
14247,christian dior vintage lady dior bag cannage quilt lambskin large,"(0, 14, 'Brand'),(15, 22, 'No Tag'),(23, 32, 'Product Line'),(33, 36, 'Type'),(37, 44, 'Pattern'),(45, 50, 'Features'),(51, 59, 'Material'),(60, 65, 'Size')"
14255,new chanel caviar leather quilted large silver cc classic medallion tote bag,"(0, 3, 'No Tag'),(4, 10, 'Brand'),(11, 17, 'Product Line'),(18, 25, 'Material'),(26, 33, 'Features'),(34, 39, 'Size'),(40, 46, 'Color'),(47, 49, 'Brand'),(50, 57, 'Model'),(58, 67, 'Accents'),(68, 72, 'Type'),(73, 76, 'Type')"
14267,auth louis vuitton sac shopping 48 m51108 monogram mb0998 shoulder bag,"(0, 4, 'No Tag'),(5, 18, 'Brand'),(19, 22, 'No Tag'),(23, 31, 'Type'),(32, 34, 'No Tag'),(35, 41, 'MPN'),(42, 50, 'Pattern'),(51, 57, 'MPN'),(58, 66, 'Type'),(67, 70, 'Type')"
14277,lexi deluxe pink saffiano leather cosmetic make-up travel case bag by mps,"(0, 4, 'Model'),(5, 11, 'No Tag'),(12, 16, 'Color'),(17, 25, 'Pattern'),(26, 33, 'Material'),(34, 42, 'Type'),(43, 50, 'Type'),(51, 57, 'Occasion'),(58, 62, 'Type'),(63, 66, 'Type'),(67, 69, 'No Tag'),(70, 73, 'Brand')"
14289,vtg dooney and bourke all weather leather s classic satchel british tan handbag,"(0, 3, 'No Tag'),(4, 10, 'Brand'),(11, 14, 'No Tag'),(15, 21, 'Brand'),(22, 33, 'Occasion'),(34, 41, 'Material'),(42, 43, 'No Tag'),(44, 51, 'No Tag'),(52, 59, 'Type'),(60, 67, 'Color'),(68, 71, 'Color'),(72, 79, 'Type')"
14301,"luv betsey johnson pink floral shoulder backpack for travelers , overnight","(0, 3, 'Product Line'),(4, 18, 'Brand'),(19, 23, 'Color'),(24, 30, 'Pattern'),(31, 39, 'Type'),(40, 48, 'Type'),(49, 52, 'No Tag'),(53, 62, 'Occasion'),(63, 64, 'No Tag'),(65, 74, 'Occasion')"
14311,❤ coach tabby 26 taupe / silver 73995 shoulder bag,"(0, 1, 'No Tag'),(2, 7, 'Brand'),(8, 16, 'Model'),(17, 22, 'Color'),(23, 24, 'No Tag'),(25, 31, 'Color'),(32, 37, 'No Tag'),(38, 46, 'Type'),(47, 50, 'Type')"
14320,"brand new jil sander medium "" sombrero "" canvas bag","(0, 5, 'No Tag'),(6, 9, 'No Tag'),(10, 20, 'Brand'),(21, 27, 'Size'),(48, 51, 'Type')"
14325,auth christian dior lady dior medium bag off-white lambskin gold hw excellent,"(0, 4, 'No Tag'),(5, 19, 'Brand'),(20, 29, 'Product Line'),(30, 36, 'Size'),(37, 40, 'Type'),(41, 50, 'Color'),(51, 59, 'Material'),(60, 64, 'Color'),(65, 67, 'No Tag'),(68, 77, 'No Tag')"
14335,nwt chanel small boy bag black caviar leather silver ruthenium hardware,"(0, 3, 'No Tag'),(4, 10, 'Brand'),(11, 16, 'Size'),(17, 20, 'Product Line'),(21, 24, 'Type'),(25, 30, 'Color'),(31, 37, 'Product Line'),(38, 45, 'Material'),(46, 52, 'Color'),(53, 62, 'Hardware Material'),(63, 71, 'No Tag')"
14346,burberry fairby vintage medium grey metallic shimmer hobo bag,"(0, 8, 'Brand'),(9, 15, 'Model'),(16, 23, 'No Tag'),(24, 30, 'Size'),(31, 35, 'Color'),(36, 44, 'Color'),(45, 52, 'Accents'),(53, 57, 'Type'),(58, 61, 'Type')"
14355,kate spade nicola twistlock micro crossbody belt bag charm clutch ~ nwt ~ pink,"(0, 10, 'Brand'),(11, 17, 'Model'),(18, 27, 'Closure'),(28, 33, 'Size'),(34, 43, 'Type'),(44, 48, 'Type'),(49, 52, 'Type'),(53, 58, 'Accents'),(59, 65, 'Type'),(66, 67, 'No Tag'),(68, 71, 'No Tag'),(66, 67, 'Product Line'),(74, 78, 'Color')"
14368,100 % hornback genuine crocodile leather handbag clutch long bag purse navy blue,"(0, 3, 'No Tag'),(4, 5, 'No Tag'),(6, 14, 'Material'),(15, 22, 'No Tag'),(23, 32, 'Pattern'),(33, 40, 'Material'),(41, 55, 'Type'),(56, 60, 'No Tag'),(45, 48, 'Type'),(65, 70, 'Type'),(71, 75, 'Color'),(76, 80, 'Color')"
14380,faith over fear personalized tote bag purse handbag shoulder bag tote bag,"(0, 15, 'Theme'),(16, 28, 'Features'),(29, 33, 'Type'),(34, 37, 'Type'),(38, 43, 'Type'),(44, 51, 'Type'),(52, 60, 'Type'),(34, 37, 'Type'),(29, 33, 'Type'),(34, 37, 'Type')"
14390,saint laurent loulou ysl puffer shoulder bag size large,"(0, 13, 'Brand'),(14, 20, 'Model'),(21, 24, 'Brand'),(25, 31, 'Style'),(32, 40, 'Type'),(41, 44, 'Type'),(45, 49, 'No Tag'),(50, 55, 'Size')"
14398,louis vuitton sac shopping shoulder tote bag monogram leather bn m51108 39mq378,"(0, 13, 'Brand'),(14, 26, 'Type'),(27, 35, 'Type'),(36, 40, 'Type'),(41, 44, 'Type'),(45, 53, 'Pattern'),(54, 61, 'Material'),(62, 64, 'No Tag'),(65, 79, 'MPN')"
14407,dooney & bourke saffiano small tobi tote,"(0, 15, 'Brand'),(16, 24, 'Material'),(25, 30, 'Size'),(31, 35, 'Model'),(36, 40, 'Type')"
14412,auth balenciaga city 2way shoulder bag handbag black leather italy,"(0, 4, 'No Tag'),(5, 15, 'Brand'),(16, 20, 'Product Line'),(21, 25, 'Features'),(26, 34, 'Type'),(35, 38, 'Type'),(39, 46, 'Type'),(47, 52, 'Color'),(53, 60, 'Material'),(61, 66, 'Country/Region of Manufacture')"
14422,gucci bamboo shoulder bag mini bag tote bag nylon cream,"(0, 5, 'Brand'),(6, 12, 'Product Line'),(13, 21, 'Type'),(22, 25, 'Type'),(26, 30, 'Size'),(22, 25, 'Type'),(35, 39, 'Type'),(22, 25, 'Type'),(44, 49, 'Material'),(50, 55, 'Color')"
14432,viva bags of california usa red hair black leather shoulder bag satchel handbag,"(0, 4, 'Brand'),(5, 9, 'Type'),(10, 23, 'Brand'),(24, 27, 'Country/Region of Manufacture'),(28, 31, 'Color'),(32, 36, 'Material'),(37, 42, 'Color'),(43, 50, 'Material'),(51, 59, 'Type'),(5, 8, 'Type'),(64, 71, 'Type'),(72, 79, 'Type')"
14444,coach authentic kristin rouched drawstring leather coach handbag 14787 purse,"(0, 5, 'Brand'),(6, 15, 'No Tag'),(16, 23, 'Model'),(24, 31, 'Style'),(32, 42, 'Closure'),(43, 50, 'Material'),(0, 5, 'Brand'),(57, 64, 'Type'),(65, 70, 'No Tag'),(71, 76, 'Type')"
14454,leather shoulder bag new summer portable large capacity girls new shoulder bag,"(0, 7, 'Material'),(8, 16, 'Type'),(17, 20, 'Type'),(21, 24, 'No Tag'),(25, 31, 'Season'),(32, 40, 'Features'),(41, 46, 'Size'),(47, 55, 'No Tag'),(56, 61, 'Department'),(21, 24, 'No Tag'),(8, 16, 'Type'),(17, 20, 'Type')"
14466,authentic gucci brown gg canvas pink leather waist belt pouch pack bag # 41631,"(0, 9, 'No Tag'),(10, 15, 'Brand'),(16, 21, 'Color'),(22, 24, 'Brand'),(25, 31, 'Fabric Type'),(32, 36, 'Color'),(37, 44, 'Material'),(45, 55, 'Style'),(56, 61, 'Type'),(62, 66, 'Type'),(67, 70, 'Type'),(0, 7, 'MPN')"
14478,"rare louis vuitton pallas gold chain monogram handbag , pink dahlia","(0, 4, 'No Tag'),(5, 18, 'Brand'),(19, 25, 'Model'),(26, 30, 'Color'),(31, 36, 'Handle/Strap Material'),(37, 45, 'Pattern'),(46, 53, 'Type'),(54, 55, 'No Tag'),(56, 60, 'Color'),(61, 67, 'Color')"
14488,louis vuitton soft trunk bag alligator mini,"(0, 13, 'Brand'),(14, 18, 'Features'),(19, 24, 'Type'),(25, 28, 'Type'),(29, 38, 'Material'),(39, 43, 'Size')"
14494,vintage cowhide saddle leather crossbody western saddlebag handbag with conchos,"(0, 7, 'No Tag'),(8, 15, 'Material'),(16, 22, 'Type'),(23, 30, 'Material'),(31, 40, 'Type'),(41, 48, 'Style'),(49, 58, 'Type'),(59, 66, 'Type'),(67, 71, 'No Tag'),(72, 79, 'No Tag')"
14504,louis vuitton monogram vernis roxbury drive hand bag red m91374 lv auth st012,"(0, 13, 'Brand'),(14, 22, 'Pattern'),(23, 29, 'Product Line'),(30, 43, 'Model'),(44, 52, 'Type'),(53, 56, 'Color'),(57, 63, 'MPN'),(64, 66, 'Brand'),(67, 71, 'No Tag'),(72, 77, 'No Tag')"
14514,pre-loved bvlgari brown cotton fabric clutch bag italy,"(0, 9, 'No Tag'),(10, 17, 'Brand'),(18, 23, 'Color'),(24, 37, 'Material'),(38, 44, 'Type'),(45, 48, 'Type'),(49, 54, 'Country/Region of Manufacture')"
14521,new york city black tote bag,"(0, 13, 'Theme'),(14, 19, 'Color'),(20, 24, 'Type'),(25, 28, 'Type')"
14525,"gucci borsa totem top-handle large bag with crystal butterfly , brown leather","(0, 5, 'Brand'),(6, 11, 'Material'),(12, 17, 'Style'),(18, 28, 'Handle Style'),(29, 34, 'Size'),(35, 38, 'Type'),(39, 43, 'No Tag'),(44, 61, 'Accents'),(62, 63, 'No Tag'),(64, 69, 'Color'),(70, 77, 'Material')"
14536,fendi 芬迪 vintage backpack brown stripe canvas 279-259292-068,"(0, 5, 'Brand'),(6, 8, 'No Tag'),(9, 16, 'No Tag'),(17, 25, 'Type'),(26, 31, 'Color'),(32, 38, 'Pattern'),(39, 45, 'Fabric Type'),(46, 60, 'MPN')"
14544,ladies womens super soft premium quality real leather handbag shoulder bag tote,"(0, 13, 'Department'),(14, 24, 'Features'),(25, 32, 'No Tag'),(33, 40, 'No Tag'),(41, 45, 'No Tag'),(46, 53, 'Material'),(54, 61, 'Type'),(62, 70, 'Type'),(58, 61, 'Type'),(75, 79, 'Type')"
14554,shina black tropical floral hand-painted leather coin purse,"(0, 5, 'Obscure'),(6, 11, 'Color'),(12, 20, 'Obscure'),(21, 27, 'Pattern'),(28, 40, 'Obscure'),(41, 48, 'Material'),(49, 59, 'Type')"
14561,"marc by marc jacobs , brown zebra print , large canvas hobo bag","(0, 4, 'Product Line'),(5, 7, 'No Tag'),(0, 11, 'Brand'),(20, 21, 'No Tag'),(22, 27, 'Color'),(28, 33, 'Pattern'),(34, 39, 'No Tag'),(20, 21, 'No Tag'),(42, 47, 'Size'),(48, 54, 'Fabric Type'),(55, 59, 'Type'),(60, 63, 'Type')"
14573,new junior drake lizard leather ember small round chain shoulder bag eggplant,"(0, 3, 'No Tag'),(4, 16, 'Brand'),(17, 23, 'Pattern'),(24, 31, 'Material'),(32, 37, 'Color'),(38, 43, 'Size'),(44, 49, 'Style'),(50, 55, 'Handle/Strap Material'),(56, 64, 'Type'),(65, 68, 'Type'),(69, 77, 'Color')"
14584,angelkiss women soft washed pu leather vintage handbag tote satchel shoulder bag,"(0, 9, 'Brand'),(10, 15, 'Department'),(16, 20, 'Features'),(21, 27, 'Fabric Type'),(28, 38, 'Material'),(39, 46, 'No Tag'),(47, 54, 'Type'),(55, 59, 'Type'),(60, 67, 'Type'),(68, 80, 'Type')"
14594,new michael kors selma md messenger crossbody bag optic white saffiano leather,"(0, 3, 'No Tag'),(4, 16, 'Brand'),(17, 25, 'Model'),(26, 35, 'Type'),(36, 45, 'Type'),(46, 49, 'Type'),(50, 55, 'No Tag'),(56, 61, 'Color'),(62, 78, 'Material')"
14603,vintage gold ~ handmade austrian crystal evening cocktail bag filigree old,"(0, 7, 'No Tag'),(8, 12, 'Color'),(13, 14, 'No Tag'),(15, 23, 'No Tag'),(24, 32, 'Country/Region of Manufacture'),(33, 40, 'Accents'),(41, 48, 'Occasion'),(49, 57, 'Style'),(58, 61, 'Type'),(62, 70, 'No Tag'),(9, 12, 'No Tag')"
14614,new with dustbags bottega veneta mini pouch ( no offers ),"(0, 3, 'No Tag'),(4, 8, 'No Tag'),(9, 17, 'No Tag'),(18, 32, 'Brand'),(33, 37, 'Size'),(38, 43, 'Type'),(44, 45, 'No Tag'),(46, 48, 'No Tag'),(49, 55, 'No Tag'),(56, 57, 'No Tag')"
14624,leather bag vintage women handbag shoulder messenger purse satchel tote pu brown,"(0, 7, 'Material'),(8, 11, 'Type'),(12, 19, 'No Tag'),(20, 25, 'Department'),(26, 33, 'Type'),(34, 42, 'Type'),(43, 52, 'Type'),(53, 58, 'Type'),(59, 66, 'Type'),(67, 71, 'Type'),(53, 55, 'Material'),(75, 80, 'Color')"
14636,louis vuitton monogram canvas pallas mm bag,"(0, 13, 'Brand'),(14, 22, 'Pattern'),(23, 29, 'Fabric Type'),(30, 39, 'Model'),(40, 43, 'Type')"
14641,2022 disney parks vera bradley little mermaid skinny lanyard ariel floral,"(0, 4, 'No Tag'),(5, 17, 'Character Family'),(18, 30, 'Brand'),(31, 45, 'Character Family'),(46, 66, 'Character'),(67, 73, 'Pattern')"
14647,louis vuitton monogram speedy 35 bag,"(0, 13, 'Brand'),(14, 22, 'Pattern'),(23, 32, 'Model'),(33, 36, 'Type')"
14651,marc by marc jacobs m0009474 shutter camera shoulder / crossbody bag in lava red,"(0, 4, 'Product Line'),(5, 7, 'No Tag'),(0, 11, 'Brand'),(20, 28, 'MPN'),(29, 43, 'Model'),(44, 52, 'Type'),(53, 54, 'No Tag'),(55, 64, 'Type'),(65, 68, 'Type'),(69, 71, 'No Tag'),(72, 80, 'Color')"
14662,givenchy paris black leather shoulder crossbody flap bag or vintage clutch,"(0, 8, 'Brand'),(9, 14, 'Country/Region of Manufacture'),(15, 20, 'Color'),(21, 28, 'Material'),(29, 37, 'Type'),(38, 47, 'Type'),(48, 52, 'Type'),(53, 56, 'Type'),(57, 59, 'No Tag'),(60, 67, 'No Tag'),(68, 74, 'Type')"
14673,louis vuitton triangle messenger bag m45070 tuffetage monogram canvas brown,"(0, 13, 'Brand'),(14, 22, 'Style'),(23, 32, 'Type'),(33, 36, 'Type'),(37, 43, 'MPN'),(44, 53, 'Accents'),(54, 62, 'Pattern'),(63, 69, 'Fabric Type'),(70, 75, 'Color')"
14682,chanel new red crossbody chain beauty bag 2021,"(0, 6, 'Brand'),(7, 10, 'No Tag'),(11, 14, 'Color'),(15, 24, 'Type'),(25, 30, 'Handle/Strap Material'),(31, 37, 'Type'),(38, 41, 'Type'),(42, 46, 'No Tag')"
